=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     final_train
Instances:    40000
Attributes:   658
              [list of attributes omitted]
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 751.52 seconds

=== Predictions on training set ===

inst#,actual,predicted,error,prediction
9713,3:neutral,3:neutral,,0.72
9714,1:negative,1:negative,,0.87
9715,1:negative,1:negative,,0.71
9716,2:positive,2:positive,,0.77
9717,2:positive,2:positive,,0.91
9718,1:negative,1:negative,,0.69
9719,2:positive,2:positive,,0.99
9720,2:positive,2:positive,,0.86
9721,1:negative,1:negative,,0.86
9722,3:neutral,3:neutral,,0.69
9723,2:positive,2:positive,,0.8
9724,2:positive,2:positive,,0.85
9725,2:positive,2:positive,,0.83
9726,2:positive,2:positive,,0.89
9727,1:negative,1:negative,,0.88
9728,2:positive,2:positive,,0.94
9729,2:positive,2:positive,,0.98
9730,2:positive,2:positive,,0.96
9731,1:negative,1:negative,,0.74
9732,3:neutral,3:neutral,,0.66
9733,2:positive,2:positive,,0.95
9734,1:negative,2:positive,+,0.609
9735,2:positive,2:positive,,0.93
9736,2:positive,2:positive,,0.99
9737,1:negative,1:negative,,0.8
9738,1:negative,1:negative,,0.8
9739,3:neutral,3:neutral,,0.63
9740,2:positive,2:positive,,0.91
9741,3:neutral,3:neutral,,0.65
9742,2:positive,2:positive,,0.92
9743,2:positive,2:positive,,0.87
9744,2:positive,2:positive,,0.88
9745,2:positive,2:positive,,0.92
9746,2:positive,2:positive,,1
9747,2:positive,2:positive,,0.84
9748,1:negative,1:negative,,0.76
9749,2:positive,2:positive,,0.97
9750,2:positive,2:positive,,0.83
9751,1:negative,1:negative,,0.76
9752,2:positive,2:positive,,0.91
9753,1:negative,1:negative,,0.84
9754,1:negative,1:negative,,0.83
9755,2:positive,2:positive,,0.83
9756,3:neutral,3:neutral,,0.69
9757,2:positive,2:positive,,0.9
9758,1:negative,1:negative,,0.87
9759,3:neutral,3:neutral,,0.75
9760,3:neutral,3:neutral,,0.78
9761,2:positive,2:positive,,0.91
9762,2:positive,2:positive,,0.609
9763,2:positive,2:positive,,0.84
9764,3:neutral,3:neutral,,0.69
9765,2:positive,2:positive,,0.95
9766,1:negative,1:negative,,0.83
9767,1:negative,1:negative,,0.91
9768,2:positive,2:positive,,0.93
9769,2:positive,2:positive,,0.92
9770,3:neutral,3:neutral,,0.69
9771,3:neutral,3:neutral,,0.73
9772,2:positive,2:positive,,0.77
9773,1:negative,1:negative,,0.65
9774,2:positive,2:positive,,0.99
9775,3:neutral,3:neutral,,0.81
9776,1:negative,1:negative,,0.84
9777,2:positive,2:positive,,0.79
9778,3:neutral,3:neutral,,0.69
9779,1:negative,1:negative,,0.86
9780,2:positive,2:positive,,0.97
9781,3:neutral,3:neutral,,0.74
9782,2:positive,2:positive,,0.89
9783,3:neutral,3:neutral,,0.82
9784,2:positive,2:positive,,0.94
9785,2:positive,2:positive,,0.85
9786,2:positive,2:positive,,0.85
9787,2:positive,2:positive,,0.75
9788,1:negative,1:negative,,0.73
9789,3:neutral,3:neutral,,0.72
9790,2:positive,2:positive,,0.91
9791,2:positive,2:positive,,0.81
9792,2:positive,2:positive,,0.92
9793,1:negative,1:negative,,0.9
9794,2:positive,2:positive,,0.93
9795,2:positive,2:positive,,0.77
9796,2:positive,2:positive,,0.99
9797,2:positive,2:positive,,0.85
9798,3:neutral,3:neutral,,0.74
9799,1:negative,1:negative,,0.94
9800,3:neutral,3:neutral,,0.73
9801,1:negative,1:negative,,0.79
9802,2:positive,2:positive,,0.9
9803,2:positive,2:positive,,0.93
9804,2:positive,2:positive,,0.91
9805,2:positive,2:positive,,0.78
9806,1:negative,1:negative,,0.78
9807,2:positive,2:positive,,0.8
9808,2:positive,2:positive,,0.91
9809,2:positive,2:positive,,0.9
9810,2:positive,2:positive,,0.87
9811,1:negative,1:negative,,0.9
9812,1:negative,1:negative,,0.88
9813,3:neutral,3:neutral,,0.68
9814,1:negative,1:negative,,0.85
9815,2:positive,2:positive,,0.89
9816,3:neutral,3:neutral,,0.69
9817,2:positive,2:positive,,0.72
9818,2:positive,2:positive,,0.94
9819,1:negative,1:negative,,0.753
9820,2:positive,2:positive,,0.78
9821,1:negative,1:negative,,0.9
9822,2:positive,2:positive,,0.86
9823,2:positive,2:positive,,0.82
9824,3:neutral,3:neutral,,0.79
9825,2:positive,2:positive,,0.94
9826,3:neutral,3:neutral,,0.71
9827,3:neutral,3:neutral,,0.67
9828,2:positive,2:positive,,0.83
9829,2:positive,2:positive,,0.83
9830,2:positive,2:positive,,0.93
9831,1:negative,1:negative,,0.8
9832,1:negative,1:negative,,0.83
9833,1:negative,1:negative,,0.76
9834,1:negative,1:negative,,0.76
9835,2:positive,2:positive,,0.75
9836,3:neutral,3:neutral,,0.78
9837,2:positive,2:positive,,0.82
9838,2:positive,2:positive,,0.88
9839,3:neutral,3:neutral,,0.69
9840,3:neutral,3:neutral,,0.65
9841,2:positive,2:positive,,0.93
9842,2:positive,2:positive,,0.95
9843,2:positive,2:positive,,0.97
9844,1:negative,1:negative,,0.82
9845,2:positive,2:positive,,0.95
9846,1:negative,1:negative,,0.89
9847,3:neutral,3:neutral,,0.72
9848,1:negative,1:negative,,0.78
9849,3:neutral,3:neutral,,0.76
9850,2:positive,2:positive,,0.88
9851,2:positive,2:positive,,0.95
9852,3:neutral,3:neutral,,0.66
9853,1:negative,1:negative,,0.83
9854,1:negative,1:negative,,0.81
9855,2:positive,2:positive,,0.83
9856,2:positive,2:positive,,0.92
9857,1:negative,1:negative,,0.69
9858,3:neutral,3:neutral,,0.75
9859,2:positive,2:positive,,0.84
9860,2:positive,2:positive,,0.97
9861,2:positive,2:positive,,0.94
9862,2:positive,2:positive,,0.91
9863,2:positive,2:positive,,0.826
9864,2:positive,2:positive,,0.73
9865,2:positive,2:positive,,0.94
9866,3:neutral,3:neutral,,0.73
9867,1:negative,1:negative,,0.78
9868,2:positive,2:positive,,0.97
9869,2:positive,2:positive,,0.87
9870,1:negative,1:negative,,0.92
9871,2:positive,2:positive,,0.87
9872,1:negative,1:negative,,0.95
9873,1:negative,1:negative,,0.89
9874,2:positive,2:positive,,0.87
9875,2:positive,2:positive,,0.79
9876,1:negative,1:negative,,0.83
9877,1:negative,1:negative,,0.84
9878,2:positive,2:positive,,0.92
9879,2:positive,2:positive,,0.94
9880,1:negative,1:negative,,0.71
9881,2:positive,2:positive,,0.91
9882,2:positive,2:positive,,0.9
9883,3:neutral,3:neutral,,0.75
9884,2:positive,2:positive,,0.97
9885,2:positive,2:positive,,0.85
9886,2:positive,2:positive,,0.89
9887,1:negative,1:negative,,0.89
9888,2:positive,2:positive,,0.81
9889,1:negative,1:negative,,0.82
9890,2:positive,2:positive,,0.87
9891,2:positive,2:positive,,0.98
9892,1:negative,1:negative,,0.722
9893,3:neutral,3:neutral,,0.65
9894,2:positive,2:positive,,0.9
9895,2:positive,2:positive,,0.98
9896,3:neutral,3:neutral,,0.73
9897,1:negative,1:negative,,0.91
9898,2:positive,2:positive,,0.92
9899,1:negative,1:negative,,0.86
9900,1:negative,1:negative,,0.74
9901,2:positive,2:positive,,0.97
9902,2:positive,2:positive,,0.93
9903,1:negative,1:negative,,0.78
9904,1:negative,1:negative,,0.67
9905,3:neutral,3:neutral,,0.75
9906,2:positive,2:positive,,0.9
9907,1:negative,1:negative,,0.72
9908,1:negative,1:negative,,0.83
9909,2:positive,2:positive,,0.9
9910,3:neutral,3:neutral,,0.72
9911,2:positive,2:positive,,0.89
9912,2:positive,2:positive,,0.73
9913,1:negative,1:negative,,0.86
9914,3:neutral,3:neutral,,0.78
9915,2:positive,2:positive,,0.96
9916,2:positive,2:positive,,0.95
9917,2:positive,2:positive,,0.88
9918,1:negative,1:negative,,0.86
9919,1:negative,1:negative,,0.85
9920,1:negative,1:negative,,0.89
9921,2:positive,2:positive,,0.86
9922,2:positive,2:positive,,0.75
9923,2:positive,2:positive,,0.9
9924,1:negative,1:negative,,0.9
9925,1:negative,1:negative,,0.81
9926,2:positive,2:positive,,0.9
9927,2:positive,2:positive,,0.88
9928,2:positive,2:positive,,0.95
9929,2:positive,2:positive,,0.8
9930,2:positive,2:positive,,0.9
9931,2:positive,2:positive,,0.88
9932,3:neutral,3:neutral,,0.63
9933,2:positive,2:positive,,0.97
9934,3:neutral,3:neutral,,0.67
9935,2:positive,2:positive,,0.95
9936,2:positive,2:positive,,0.92
9937,2:positive,2:positive,,0.93
9938,3:neutral,3:neutral,,0.67
9939,3:neutral,3:neutral,,0.77
9940,3:neutral,3:neutral,,0.73
9941,1:negative,1:negative,,0.77
9942,2:positive,2:positive,,0.95
9943,2:positive,2:positive,,0.85
9944,2:positive,2:positive,,0.76
9945,1:negative,1:negative,,0.79
9946,2:positive,2:positive,,0.85
9947,1:negative,1:negative,,0.74
9948,1:negative,1:negative,,0.87
9949,2:positive,2:positive,,0.99
9950,1:negative,1:negative,,0.93
9951,2:positive,2:positive,,0.96
9952,2:positive,2:positive,,0.84
9953,1:negative,1:negative,,0.77
9954,1:negative,1:negative,,0.83
9955,2:positive,2:positive,,0.8
9956,2:positive,2:positive,,0.97
9957,2:positive,2:positive,,0.89
9958,1:negative,1:negative,,0.82
9959,2:positive,2:positive,,0.99
9960,1:negative,1:negative,,0.95
9961,1:negative,1:negative,,0.81
9962,2:positive,2:positive,,0.81
9963,1:negative,1:negative,,0.77
9964,2:positive,2:positive,,0.93
9965,2:positive,2:positive,,0.89
9966,2:positive,2:positive,,0.93
9967,2:positive,2:positive,,0.88
9968,1:negative,1:negative,,0.69
9969,1:negative,1:negative,,0.69
9970,1:negative,1:negative,,0.74
9971,2:positive,2:positive,,0.97
9972,1:negative,1:negative,,0.69
9973,2:positive,2:positive,,0.91
9974,2:positive,2:positive,,0.9
9975,1:negative,1:negative,,0.88
9976,1:negative,1:negative,,0.78
9977,2:positive,2:positive,,0.89
9978,2:positive,2:positive,,0.96
9979,3:neutral,3:neutral,,0.74
9980,2:positive,2:positive,,0.96
9981,2:positive,2:positive,,0.8
9982,3:neutral,3:neutral,,0.72
9983,1:negative,1:negative,,0.95
9984,1:negative,1:negative,,0.832
9985,2:positive,2:positive,,0.89
9986,2:positive,2:positive,,0.89
9987,1:negative,1:negative,,0.86
9988,2:positive,2:positive,,0.86
9989,3:neutral,3:neutral,,0.65
9990,1:negative,1:negative,,0.83
9991,2:positive,2:positive,,0.916
9992,3:neutral,3:neutral,,0.76
9993,2:positive,2:positive,,0.89
9994,2:positive,2:positive,,0.92
9995,3:neutral,3:neutral,,0.65
9996,2:positive,2:positive,,0.83
9997,1:negative,1:negative,,0.91
9998,2:positive,2:positive,,0.96
9999,2:positive,2:positive,,0.99
10000,2:positive,2:positive,,0.79
10001,3:neutral,3:neutral,,0.73
10002,2:positive,2:positive,,0.8
10003,2:positive,2:positive,,0.89
10004,1:negative,1:negative,,0.87
10005,2:positive,2:positive,,0.96
10006,1:negative,1:negative,,0.75
10007,2:positive,2:positive,,0.85
10008,1:negative,1:negative,,0.89
10009,1:negative,1:negative,,0.91
10010,3:neutral,3:neutral,,0.74
10011,2:positive,2:positive,,0.94
10012,2:positive,2:positive,,0.96
10013,2:positive,2:positive,,0.83
10014,2:positive,2:positive,,0.84
10015,2:positive,2:positive,,0.86
10016,2:positive,2:positive,,0.93
10017,2:positive,2:positive,,0.91
10018,1:negative,1:negative,,0.84
10019,2:positive,2:positive,,0.97
10020,2:positive,2:positive,,0.89
10021,1:negative,1:negative,,0.92
10022,1:negative,1:negative,,0.72
10023,2:positive,2:positive,,0.83
10024,1:negative,1:negative,,0.81
10025,2:positive,2:positive,,0.92
10026,2:positive,2:positive,,0.86
10027,3:neutral,3:neutral,,0.77
10028,1:negative,1:negative,,0.85
10029,1:negative,1:negative,,0.77
10030,3:neutral,3:neutral,,0.76
10031,2:positive,2:positive,,0.91
10032,2:positive,2:positive,,0.95
10033,2:positive,2:positive,,0.87
10034,2:positive,2:positive,,0.7
10035,2:positive,2:positive,,0.91
10036,2:positive,2:positive,,0.86
10037,2:positive,2:positive,,0.94
10038,2:positive,2:positive,,0.79
10039,1:negative,1:negative,,0.9
10040,1:negative,1:negative,,0.94
10041,2:positive,2:positive,,0.87
10042,2:positive,2:positive,,0.96
10043,2:positive,2:positive,,0.8
10044,2:positive,2:positive,,0.82
10045,2:positive,2:positive,,0.9
10046,2:positive,2:positive,,0.85
10047,3:neutral,3:neutral,,0.76
10048,2:positive,2:positive,,0.97
10049,1:negative,1:negative,,0.82
10050,2:positive,2:positive,,0.8
10051,2:positive,2:positive,,0.92
10052,2:positive,2:positive,,0.85
10053,3:neutral,3:neutral,,0.72
10054,2:positive,2:positive,,0.9
10055,2:positive,2:positive,,0.93
10056,1:negative,1:negative,,0.9
10057,2:positive,2:positive,,0.91
10058,2:positive,2:positive,,0.92
10059,1:negative,1:negative,,0.84
10060,3:neutral,3:neutral,,0.64
10061,3:neutral,3:neutral,,0.67
10062,2:positive,2:positive,,0.92
10063,2:positive,2:positive,,0.93
10064,2:positive,2:positive,,0.95
10065,2:positive,2:positive,,0.95
10066,2:positive,2:positive,,0.81
10067,1:negative,1:negative,,0.83
10068,3:neutral,3:neutral,,0.75
10069,2:positive,2:positive,,0.86
10070,2:positive,2:positive,,0.87
10071,3:neutral,3:neutral,,0.67
10072,2:positive,2:positive,,0.96
10073,3:neutral,3:neutral,,0.61
10074,2:positive,2:positive,,0.94
10075,2:positive,2:positive,,0.89
10076,2:positive,2:positive,,0.86
10077,2:positive,2:positive,,0.89
10078,1:negative,1:negative,,0.7
10079,2:positive,2:positive,,0.98
10080,1:negative,1:negative,,0.86
10081,1:negative,1:negative,,0.68
10082,2:positive,2:positive,,0.8
10083,3:neutral,3:neutral,,0.79
10084,1:negative,1:negative,,0.94
10085,1:negative,1:negative,,0.85
10086,3:neutral,3:neutral,,0.76
10087,1:negative,1:negative,,0.68
10088,1:negative,1:negative,,0.95
10089,2:positive,2:positive,,0.78
10090,2:positive,2:positive,,0.91
10091,2:positive,2:positive,,0.88
10092,3:neutral,3:neutral,,0.67
10093,2:positive,2:positive,,0.89
10094,1:negative,1:negative,,0.93
10095,2:positive,2:positive,,0.94
10096,2:positive,2:positive,,0.94
10097,2:positive,2:positive,,0.88
10098,1:negative,1:negative,,0.89
10099,1:negative,1:negative,,0.83
10100,2:positive,2:positive,,0.92
10101,1:negative,1:negative,,0.92
10102,2:positive,2:positive,,0.94
10103,1:negative,1:negative,,0.86
10104,2:positive,2:positive,,0.79
10105,2:positive,2:positive,,0.95
10106,2:positive,2:positive,,0.85
10107,3:neutral,3:neutral,,0.82
10108,2:positive,2:positive,,0.609
10109,2:positive,2:positive,,0.863
10110,2:positive,2:positive,,0.86
10111,2:positive,2:positive,,0.86
10112,2:positive,2:positive,,0.94
10113,2:positive,2:positive,,0.82
10114,3:neutral,3:neutral,,0.58
10115,3:neutral,3:neutral,,0.8
10116,2:positive,2:positive,,0.83
10117,2:positive,2:positive,,0.94
10118,2:positive,2:positive,,0.87
10119,2:positive,2:positive,,0.609
10120,2:positive,2:positive,,0.96
10121,2:positive,2:positive,,0.96
10122,3:neutral,3:neutral,,0.72
10123,2:positive,2:positive,,0.86
10124,1:negative,1:negative,,0.64
10125,3:neutral,3:neutral,,0.78
10126,2:positive,2:positive,,0.95
10127,1:negative,1:negative,,0.79
10128,1:negative,1:negative,,0.89
10129,2:positive,2:positive,,0.84
10130,2:positive,2:positive,,0.7
10131,3:neutral,3:neutral,,0.73
10132,2:positive,2:positive,,0.91
10133,1:negative,1:negative,,0.64
10134,2:positive,2:positive,,0.9
10135,3:neutral,3:neutral,,0.64
10136,1:negative,1:negative,,0.94
10137,2:positive,2:positive,,0.81
10138,2:positive,2:positive,,0.9
10139,2:positive,2:positive,,0.91
10140,1:negative,1:negative,,0.86
10141,2:positive,2:positive,,0.89
10142,3:neutral,3:neutral,,0.66
10143,2:positive,2:positive,,0.91
10144,1:negative,1:negative,,0.63
10145,2:positive,2:positive,,0.88
10146,2:positive,2:positive,,0.94
10147,1:negative,1:negative,,0.79
10148,3:neutral,3:neutral,,0.67
10149,1:negative,1:negative,,0.9
10150,2:positive,2:positive,,0.91
10151,3:neutral,3:neutral,,0.66
10152,2:positive,2:positive,,0.96
10153,2:positive,2:positive,,0.88
10154,2:positive,2:positive,,0.87
10155,1:negative,1:negative,,0.93
10156,3:neutral,3:neutral,,0.64
10157,1:negative,1:negative,,0.842
10158,2:positive,2:positive,,0.96
10159,3:neutral,3:neutral,,0.72
10160,3:neutral,3:neutral,,0.74
10161,3:neutral,3:neutral,,0.73
10162,2:positive,2:positive,,0.83
10163,2:positive,2:positive,,0.93
10164,2:positive,2:positive,,0.89
10165,2:positive,2:positive,,0.95
10166,1:negative,1:negative,,0.96
10167,2:positive,2:positive,,0.85
10168,2:positive,2:positive,,0.96
10169,2:positive,2:positive,,0.92
10170,2:positive,2:positive,,0.81
10171,1:negative,1:negative,,0.6
10172,1:negative,1:negative,,0.8
10173,2:positive,2:positive,,0.75
10174,1:negative,1:negative,,0.76
10175,2:positive,2:positive,,0.941
10176,1:negative,1:negative,,0.9
10177,1:negative,1:negative,,0.83
10178,2:positive,2:positive,,0.94
10179,2:positive,2:positive,,0.84
10180,2:positive,2:positive,,0.95
10181,2:positive,2:positive,,0.92
10182,2:positive,2:positive,,0.89
10183,3:neutral,3:neutral,,0.8
10184,2:positive,2:positive,,0.87
10185,1:negative,1:negative,,0.79
10186,3:neutral,3:neutral,,0.63
10187,1:negative,1:negative,,0.69
10188,2:positive,2:positive,,0.95
10189,2:positive,2:positive,,0.95
10190,1:negative,1:negative,,0.7
10191,3:neutral,3:neutral,,0.76
10192,2:positive,2:positive,,0.92
10193,2:positive,2:positive,,0.84
10194,1:negative,1:negative,,0.76
10195,1:negative,1:negative,,0.86
10196,2:positive,2:positive,,0.75
10197,1:negative,1:negative,,0.8
10198,2:positive,2:positive,,0.92
10199,3:neutral,3:neutral,,0.76
10200,3:neutral,3:neutral,,0.67
10201,1:negative,1:negative,,0.91
10202,2:positive,2:positive,,0.83
10203,2:positive,2:positive,,0.9
10204,3:neutral,3:neutral,,0.71
10205,3:neutral,3:neutral,,0.75
10206,3:neutral,3:neutral,,0.67
10207,2:positive,2:positive,,0.98
10208,2:positive,2:positive,,0.9
10209,1:negative,1:negative,,0.93
10210,2:positive,2:positive,,0.89
10211,3:neutral,3:neutral,,0.66
10212,2:positive,2:positive,,0.75
10213,2:positive,2:positive,,0.8
10214,3:neutral,3:neutral,,0.71
10215,1:negative,1:negative,,0.93
10216,1:negative,1:negative,,0.86
10217,2:positive,2:positive,,0.8
10218,2:positive,2:positive,,0.91
10219,2:positive,2:positive,,0.96
10220,1:negative,1:negative,,0.93
10221,1:negative,1:negative,,0.74
10222,2:positive,2:positive,,0.84
10223,2:positive,2:positive,,0.88
10224,2:positive,2:positive,,0.97
10225,2:positive,2:positive,,0.9
10226,2:positive,2:positive,,0.96
10227,2:positive,2:positive,,0.94
10228,2:positive,2:positive,,0.78
10229,2:positive,2:positive,,0.89
10230,2:positive,2:positive,,0.96
10231,1:negative,1:negative,,0.74
10232,1:negative,1:negative,,0.81
10233,3:neutral,3:neutral,,0.74
10234,2:positive,2:positive,,0.94
10235,2:positive,2:positive,,0.92
10236,2:positive,2:positive,,0.82
10237,2:positive,2:positive,,0.91
10238,2:positive,2:positive,,0.94
10239,1:negative,1:negative,,0.94
10240,1:negative,1:negative,,0.82
10241,3:neutral,3:neutral,,0.75
10242,1:negative,1:negative,,0.84
10243,2:positive,2:positive,,0.94
10244,2:positive,2:positive,,0.97
10245,2:positive,2:positive,,0.89
10246,1:negative,1:negative,,0.81
10247,3:neutral,3:neutral,,0.72
10248,2:positive,2:positive,,0.98
10249,3:neutral,3:neutral,,0.74
10250,2:positive,2:positive,,0.75
10251,2:positive,2:positive,,0.84
10252,2:positive,2:positive,,0.85
10253,2:positive,2:positive,,0.8
10254,3:neutral,3:neutral,,0.68
10255,2:positive,2:positive,,0.89
10256,2:positive,2:positive,,0.87
10257,2:positive,2:positive,,0.88
10258,1:negative,1:negative,,0.9
10259,2:positive,2:positive,,0.79
10260,2:positive,2:positive,,0.84
10261,1:negative,1:negative,,0.87
10262,2:positive,2:positive,,0.92
10263,2:positive,2:positive,,0.85
10264,2:positive,2:positive,,0.94
10265,2:positive,2:positive,,0.89
10266,2:positive,2:positive,,0.91
10267,2:positive,2:positive,,0.74
10268,1:negative,1:negative,,0.75
10269,2:positive,2:positive,,0.95
10270,3:neutral,3:neutral,,0.75
10271,3:neutral,3:neutral,,0.62
10272,3:neutral,3:neutral,,0.68
10273,2:positive,2:positive,,0.87
10274,1:negative,1:negative,,0.8
10275,1:negative,1:negative,,0.88
10276,3:neutral,3:neutral,,0.65
10277,1:negative,1:negative,,0.88
10278,2:positive,2:positive,,0.87
10279,3:neutral,3:neutral,,0.74
10280,2:positive,2:positive,,0.87
10281,1:negative,1:negative,,0.77
10282,2:positive,2:positive,,0.88
10283,2:positive,2:positive,,0.81
10284,2:positive,2:positive,,0.89
10285,1:negative,1:negative,,0.75
10286,2:positive,2:positive,,0.93
10287,2:positive,2:positive,,0.91
10288,2:positive,2:positive,,0.81
10289,3:neutral,3:neutral,,0.76
10290,2:positive,2:positive,,0.77
10291,2:positive,2:positive,,0.89
10292,3:neutral,3:neutral,,0.73
10293,2:positive,2:positive,,0.87
10294,3:neutral,3:neutral,,0.74
10295,2:positive,2:positive,,0.84
10296,2:positive,2:positive,,0.91
10297,2:positive,2:positive,,0.92
10298,2:positive,2:positive,,0.72
10299,2:positive,2:positive,,0.9
10300,2:positive,2:positive,,0.81
10301,2:positive,2:positive,,0.86
10302,1:negative,1:negative,,0.63
10303,1:negative,1:negative,,0.84
10304,2:positive,2:positive,,0.88
10305,1:negative,1:negative,,0.67
10306,2:positive,2:positive,,1
10307,2:positive,2:positive,,0.87
10308,2:positive,2:positive,,0.94
10309,1:negative,1:negative,,0.93
10310,1:negative,1:negative,,0.75
10311,2:positive,2:positive,,0.82
10312,3:neutral,3:neutral,,0.62
10313,3:neutral,3:neutral,,0.78
10314,1:negative,1:negative,,0.81
10315,3:neutral,3:neutral,,0.64
10316,1:negative,1:negative,,0.91
10317,2:positive,2:positive,,0.75
10318,1:negative,1:negative,,0.76
10319,3:neutral,3:neutral,,0.74
10320,2:positive,2:positive,,0.94
10321,2:positive,2:positive,,0.86
10322,2:positive,2:positive,,0.93
10323,2:positive,2:positive,,0.91
10324,2:positive,2:positive,,0.88
10325,2:positive,2:positive,,0.88
10326,1:negative,1:negative,,0.79
10327,2:positive,2:positive,,0.95
10328,2:positive,2:positive,,0.91
10329,2:positive,2:positive,,0.74
10330,2:positive,2:positive,,0.93
10331,2:positive,2:positive,,0.91
10332,1:negative,1:negative,,0.84
10333,2:positive,2:positive,,0.95
10334,1:negative,1:negative,,0.69
10335,3:neutral,3:neutral,,0.66
10336,3:neutral,3:neutral,,0.68
10337,2:positive,2:positive,,0.82
10338,2:positive,2:positive,,0.96
10339,3:neutral,3:neutral,,0.7
10340,2:positive,2:positive,,0.86
10341,2:positive,2:positive,,0.79
10342,2:positive,2:positive,,0.79
10343,3:neutral,3:neutral,,0.74
10344,1:negative,1:negative,,0.88
10345,2:positive,2:positive,,0.86
10346,1:negative,1:negative,,0.96
10347,2:positive,2:positive,,0.91
10348,2:positive,2:positive,,0.95
10349,2:positive,2:positive,,0.96
10350,1:negative,1:negative,,0.74
10351,2:positive,2:positive,,0.95
10352,2:positive,2:positive,,0.89
10353,2:positive,2:positive,,0.97
10354,2:positive,2:positive,,0.94
10355,2:positive,2:positive,,0.83
10356,3:neutral,3:neutral,,0.7
10357,1:negative,1:negative,,0.96
10358,2:positive,2:positive,,0.94
10359,2:positive,2:positive,,0.94
10360,2:positive,2:positive,,0.93
10361,2:positive,2:positive,,0.94
10362,3:neutral,3:neutral,,0.68
10363,2:positive,2:positive,,0.81
10364,3:neutral,3:neutral,,0.79
10365,1:negative,1:negative,,0.69
10366,3:neutral,3:neutral,,0.65
10367,2:positive,2:positive,,0.83
10368,3:neutral,3:neutral,,0.67
10369,2:positive,2:positive,,0.9
10370,2:positive,2:positive,,0.87
10371,2:positive,2:positive,,0.99
10372,1:negative,1:negative,,0.88
10373,2:positive,2:positive,,1
10374,2:positive,2:positive,,0.94
10375,2:positive,2:positive,,0.84
10376,3:neutral,3:neutral,,0.79
10377,2:positive,2:positive,,0.87
10378,1:negative,1:negative,,0.96
10379,3:neutral,3:neutral,,0.57
10380,3:neutral,3:neutral,,0.76
10381,3:neutral,3:neutral,,0.81
10382,2:positive,2:positive,,0.9
10383,1:negative,1:negative,,0.75
10384,1:negative,1:negative,,0.81
10385,1:negative,1:negative,,0.88
10386,2:positive,2:positive,,0.89
10387,2:positive,2:positive,,0.89
10388,1:negative,1:negative,,0.89
10389,2:positive,2:positive,,0.97
10390,2:positive,2:positive,,0.98
10391,2:positive,2:positive,,0.75
10392,3:neutral,3:neutral,,0.73
10393,2:positive,2:positive,,0.85
10394,2:positive,2:positive,,0.83
10395,2:positive,2:positive,,0.825
10396,2:positive,2:positive,,0.9
10397,2:positive,2:positive,,0.74
10398,2:positive,2:positive,,0.8
10399,2:positive,2:positive,,0.91
10400,2:positive,2:positive,,0.74
10401,3:neutral,3:neutral,,0.61
10402,2:positive,2:positive,,0.89
10403,2:positive,2:positive,,0.8
10404,2:positive,2:positive,,0.99
10405,1:negative,1:negative,,0.69
10406,2:positive,2:positive,,0.94
10407,2:positive,2:positive,,0.89
10408,1:negative,1:negative,,0.73
10409,1:negative,1:negative,,0.66
10410,2:positive,2:positive,,0.88
10411,3:neutral,3:neutral,,0.7
10412,2:positive,2:positive,,0.99
10413,2:positive,2:positive,,0.78
10414,3:neutral,3:neutral,,0.67
10415,2:positive,2:positive,,0.86
10416,1:negative,1:negative,,0.77
10417,1:negative,1:negative,,0.81
10418,1:negative,1:negative,,0.81
10419,2:positive,2:positive,,0.92
10420,2:positive,2:positive,,0.91
10421,2:positive,2:positive,,0.94
10422,2:positive,2:positive,,0.96
10423,3:neutral,3:neutral,,0.78
10424,2:positive,2:positive,,0.96
10425,2:positive,2:positive,,0.91
10426,1:negative,1:negative,,0.9
10427,2:positive,2:positive,,0.95
10428,3:neutral,3:neutral,,0.67
10429,1:negative,1:negative,,0.89
10430,1:negative,1:negative,,0.84
10431,2:positive,2:positive,,0.98
10432,2:positive,2:positive,,0.88
10433,1:negative,1:negative,,0.8
10434,1:negative,1:negative,,0.816
10435,2:positive,2:positive,,0.85
10436,1:negative,1:negative,,0.78
10437,3:neutral,3:neutral,,0.72
10438,1:negative,1:negative,,0.83
10439,2:positive,2:positive,,0.95
10440,2:positive,2:positive,,0.83
10441,2:positive,2:positive,,0.93
10442,2:positive,2:positive,,0.78
10443,2:positive,2:positive,,0.91
10444,2:positive,2:positive,,0.865
10445,3:neutral,3:neutral,,0.69
10446,2:positive,2:positive,,0.72
10447,1:negative,1:negative,,0.83
10448,2:positive,2:positive,,0.93
10449,2:positive,2:positive,,0.93
10450,3:neutral,3:neutral,,0.71
10451,2:positive,2:positive,,0.85
10452,2:positive,2:positive,,0.98
10453,1:negative,1:negative,,0.86
10454,1:negative,1:negative,,0.75
10455,2:positive,2:positive,,0.97
10456,3:neutral,3:neutral,,0.79
10457,2:positive,2:positive,,0.96
10458,3:neutral,3:neutral,,0.67
10459,2:positive,2:positive,,0.97
10460,3:neutral,3:neutral,,0.78
10461,2:positive,2:positive,,0.85
